Timestamp,Order Number,Reminder: Tags Match?,Content,Puller,Area,REMINDER: Content,REMINDER: Packaging?,Error or Correct?,Details,Checker,REMINDER: Signed by Checker?
3/18/2024 16:54:54,552988,not multiple tags,BSHPR 100/16,BJ/DG,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 16:55:45,552928,not multiple tags,514SB,BB/RD,MDF,,yes,It was Correct,,Calvin,YES
3/18/2024 16:58:23,552999,not multiple tags,138BCPR 20/16,CP/TW,WH 4,,yes,It was Correct,,Calvin,YES
3/18/2024 16:59:55,553011,not multiple tags,458CRPR 12/16,CP/TW,WH 4,,yes,It was Correct,,Calvin,YES
3/18/2024 17:03:32,552699,not multiple tags,314C9EPR17 9/17,JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:08:02,552908,yes ,"QRPR 40/16
BSHPR 50/16
414CRPR 25/16",DH/JA,WH 4,,yes,It was Correct,,Calvin,YES
3/18/2024 17:10:03,552996,not multiple tags,314C443PR 1/17,JA,WH 4,,yes,It was Correct,,Calvin,YES
3/18/2024 17:18:54,552984,not multiple tags,714WSPR,CP/TRAE,WH 4,Yes,yes,Major Count,Only 7 here and not signed ,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/18/2024 17:24:23,552973,yes ,"1810#2SYP 24/10
1612#2SYP 24/12",LE,AP,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:26:30,553020,not multiple tags,1614#2122 256/14,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:29:48,552937,yes ,"188#2SYP 2/8 22/8
1612#2SYP 24/12",LE,AP,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:33:47,552947,not multiple tags,314C39984PR 50/17,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:36:03,552843,not multiple tags,412CEPR 4/16,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:39:07,552963,not multiple tags,138BCPR 25/16,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/18/2024 17:41:37,552927,not multiple tags,BSHPR 200/16,NR/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 14:41:15,552991,yes ,488CBR 2/8,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:42:18,553022,yes ,54412TF 48/12 47/12,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:43:30,552991,yes ,121210CBR 6/10,MP,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:44:49,00553029 2xs tags,yes ,"QRPR 2xs 200/16 , 240/16",JA/TB,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 14:45:06,553016,yes ,11210APTB 40/10,MP,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:46:03,552991,yes ,121216CBR 1/16,MP,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:46:53,00553030 3xs tags,yes ,"214CPR 200/14 , 134/CRPR 315/16 , 134CRPR 165/16",CP/TW,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 14:47:54,550585,yes ,"16VJ#2SYPEB 128/10
1.5KEPB 21/10",N/A,Windsor ,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:48:59,553018,yes ,314BPR 18/16,TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:50:23,00552251 2xs tags ,yes ,"112DTCM 2×s 13/16 , 75/16",BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 14:56:43,553070,yes ,1417WPFJPR2 119/17 181/17 ,JA/TB,WH 4,Yes,yes,Minor Count,"They were supposed to have a quantity of 300 in the unit, but they had 316. ",Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/19/2024 14:57:41,553020,yes ,314C39984PR 576/17,JP ,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 14:57:42,00552923,yes ,148#2SYP 384/8,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 14:59:00,553102,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:00:04,00552050,yes ,DSPR81 400/6.75,BJ/ DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:00:07,553102,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:00:28,553102,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:00:49,553102,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:01:57,00553050 2xs tags ,yes ,458FJPR81/ 360/6.75 2×s ,JP,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:02:23,553037,yes ,1410#2SYP 111/10 81/10,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:03:57,553037,yes ,148#2SYPP 166/8 26/8,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:04:34,553102,yes ,228FS 300/8,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:05:15,552978,yes ,148#2SYP 192/8,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:07:51,553087,yes ,16FJPRSL 24/16 12/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:08:39,553081,yes ,1616#2CM 155/16,TK ,AP,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:09:34,553027,yes ,5412MT 60/16,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:10:05,00552951,yes ,1400ABC/122 200/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:10:17,553037,yes ,1416#SYP 192/16,TK ,AP,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:11:25,00552907,yes ,5COLOR 144/16,RD,MDF,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:12:53,00553030,yes ,16VCSPFP 280/16,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:14:02,553068,yes ,18WPFJPR2 100/16,CP/ TW,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:16:43,00553068 3xs tags ,yes ,"138BCPR 100/16 , QRPR 280/16 , 1417WPFJPR2 125/17 ",CP/TW ,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:19:50,00552734,yes ,"1200CF 40/8 , 2/10 , 3/12 , 21/14",HH,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:20:53,00552907,yes ,WM85 60/16,HH,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:22:16,00553027,yes ,"WM205 21/10 , 36/11 , 40/12",TL,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 15:22:42,553099,yes ,16WPFJPR2 118/16 82/16,CP/TW,WH 4,Yes,yes,Minor Count,"They were supposed to have a quantity of 200 in the unit, but they have 207. ",Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/19/2024 15:28:01,553099,yes ,1417WPFJPR2 65/17 35/17,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 15:35:27,553094,yes ,514DRCRPR 1/16,Not signed,WH 4,Yes,yes,Profile,Incorrect profile within pack. They have 714BPR in the pack. Bored was brought to returns to be packaged where mistake was found. ,Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/19/2024 15:56:43,553070,yes ,"12WPFJPR2 188/16
128FJPR2 58/16
18WPFJPR2 40/16
16FJPR2 25/16",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:16:51,553045,yes ,"3BPR 63/16
16GDPR 20/16",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:19:27,553038,not multiple tags,514CR 100/16,RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:21:26,553017,not multiple tags,1400AP 50/8,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:23:06,553109,not multiple tags,1612#2SYP 40/12,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:26:59,552699,not multiple tags,314B 27/16,RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:27:48,553068,yes ,8COLCR 58/16 17/16,RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 16:30:15,552985,not multiple tags,214CPR 50/14,NR/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:32:47,551886,not multiple tags,1X5S4SSE 3/16,OG,Windsor ,,yes,It was Correct,,Calvin,YES
3/19/2024 16:33:51,552970,yes ,"112WPFJPR2 10/16
16WPFJPR2 10/16",NR/TB ,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 16:34:41,552149A,not multiple tags,1X5S4SSE 17/16,OG,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:36:17,553102,yes ,1417WPFJPR2 451/17,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 16:37:04,553072,yes ,"128FJPR2 20/16 
126FJPR2 20/16",CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:38:46,553056,not multiple tags,1600#2CM 25/16,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:41:05,553038,not multiple tags,214CPR 60/14,JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:54:56,551042A,yes ,"514WSPR 12/16
QRPR 40/16",CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:56:39,553084,not multiple tags,W1+5/4x8S4SSE 1/16,OG,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:58:22,00553070,yes ,ABM 59/17,BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 16:59:39,553139,not multiple tags,1600A122 40/16,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 16:59:53,00553080 2xs tags ,yes ,"1418AF 9/18 , 1418AF 71/18",BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:01:29,00552599 2xs tags,yes ,"712ACR 4/16 , 712ACR 20/16",BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:02:56,552978,yes ,"112#2PINE14 10/14
112#2PINE12 20/12 ",YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,Major Count,Pulled 18/12s instead of 20 ,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/19/2024 17:02:58,00553008,yes ,1.5818ATM 3/18,BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:03:54,00552956,yes ,216ARCR 6/16,BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:04:50,00552974,yes ,1418AF 12/18,BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:05:54,00552891,yes ,1 5418ATM 3/18,BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:07:43,00552835,yes ,18ABM 15/16,MS/DG,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:09:40,00553032,yes ,514CR 308/16,BB,MDF,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:11:58,00553037 xs tags,yes ,"1412#2SYP 3xs / 5/12 , 19/12, 168/12",TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:13:56,00553037 4xs tags ,yes ,"1816#2SYP 20/16, 1616#2SYP 20/16, 1612SYP 40/12, 168#2SYP  30/18",TK,AP,,yes,It was Correct,,Aundra,YES
3/19/2024 17:16:45,09553065,yes ,WM85 20/16,HH TL,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:18:03,00553054 2xs tags,yes ,"WM205  3/8 , 20/15",HH,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:18:58,553954,yes ,LWM267 50/16,HH,Stain Grade,Yes,yes,It was Correct,,Aundra,
3/19/2024 17:19:10,553140,yes ,"1417WPFJPR2 100/17
5316BPR 60/16
12WPFJPR2 100/16
134CRPR 128/16",CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:19:55,00553071,yes ,WM85 15/12,HH,Stain Grade,,yes,It was Correct,,Aundra,YES
3/19/2024 17:22:46,553140,not multiple tags,1612#2SYP 30/12 ,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:31:28,553083,yes ,"QRPR 200/16 ✅
112WPFJPR2 40/16 ✅
110WPFJPR2 40/16 ✅
18WPFJPR2 16/16 24/16 ✅",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:35:44,00553129,yes ,16GDPR 266/16,JP,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:36:37,00553129,yes ,16GDPR 266/16,JP,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/19/2024 17:43:22,553099,yes ,"112WPFJPR2 40/16
12WPFJPR2 200/16",DG/BJ,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:43:34,553116,not multiple tags,1600#2CM 30/16,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:44:21,553112,yes ,1417WPFJPR2 180/17,BJ/DG ,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:45:20,553125,not multiple tags,16FJPRSL 36/16,BJ/DG,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:46:06,553112,yes ,"112WPFJPR2 50/16
16WPFJPR2 28/16 112/16",JA/TB,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:47:35,553000,yes ,"1614SPF 7/14
1816SPF 7/16",RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:49:35,553140,not multiple tags,128FJPR2 48/16,BJ/DG,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 17:50:17,553070,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:51:08,553070,yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:51:55,553093,yes ,16VCSPFP 20/16 120/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:52:34,553110,yes ,16VCSPFP 20/16 120/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:55:09,553035,yes ,34C2CHB 50/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:55:54,553035,yes ,34C2CHB 50/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:56:28,552440,yes ,12GG 65/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:57:57,0552366A,yes ,12GG 65/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:58:31,0552366A,yes ,12GG 65/8,PD ,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 17:59:02,0552366A,yes ,12GG 65/8,PD ,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:01:24,552954,not multiple tags,54612AWT 25/12 ,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:02:09,553070,yes ,"544EP 15/16
16EP 30/16
114EP 30/16",KR/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:03:10,553140,yes ,11612MDF 78/12,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:03:17,552954,yes ,"54616ACS 6/16
54616AWT 10/16",CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:03:57,553016,yes ,8816TC 1/16,KR/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:04:58,552992,not multiple tags,54416APCS 104/16,DD,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:06:11,553102,yes ,"11616MDF 78/16 22/16
11216MDF 10/16",KR,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:06:26,552992,not multiple tags,54416APCS 104/16,DD,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:07:37,553093,yes ,18FDPR 20/16,KR/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:08:22,552829,yes ,12GG 65/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:09:39,552934,yes ,38GG 30/8,KR/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:10:36,553030,yes ,38GG 124/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:10:45,553003,not multiple tags,54620EFPMG 2/20,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:11:37,0552915A,,34C2CHB 50/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:13:02,553078,yes ,34C2CHB 50/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:13:38,553086,yes ,34C2CHB 50/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/19/2024 18:34:02,553102,not multiple tags,16WPFJPR2 216/16,JP,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:46:03,553038,not multiple tags,8COVE 34/16,RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:48:15,553038,not multiple tags,8COLCR 63/16,RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 18:50:31,553038,yes ,514B2008PR 47/16 53/16,CP/TW,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 19:11:18,553112,not multiple tags,11200WP 3/12 3/14 3/16,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 19:12:26,553112,not multiple tags,11214SPF 15/14,RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 19:16:04,553112,yes ,"18WPFJPR2 40/16
12WPFJPR2 38/16
1417WPFJPR2 20/17 ",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 19:35:41,553102,yes ,"12WPFJPR2 425/16
12WPFJPR2 138/16",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 19:57:20,553093,yes ,"16WPFJPR2 16/16
16WPFJPR2 134/16
1417WPFJPR2 150/17",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:02:06,553044,not multiple tags,1614#2SYP 256/14 ,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:03:02,553044,not multiple tags,1614#2SYP 256/14,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:08:34,553044,not multiple tags,1614#2SYP 256/14,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:37:38,553093,not multiple tags,12WPFJPR2 375/16,JR/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:41:21,553093,yes ,112WPFJPR2 11/16 9/16,JR/TB,WH 4,Yes,yes,Major Count,"Should be 20
There are 22 here",Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/19/2024 20:45:08,553102,yes ,"18WPFJPR2 60/16
112WPFJPR2 39/16 1/16
126FLPR2 25/16 ",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:49:16,552905,not multiple tags,#7CSG 6/8 ,TL,Stain Grade,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 20:58:14,553112,not multiple tags,14EP 10/16,KR/MS,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 21:13:30,553102,yes ,"1414M 20/14
1616M 25/16",SJ/GG,Returns,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 21:17:06,553102,yes ,"18EPF 10/16
546EP 20/16
16EP 10/16 ",KR/MS,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 21:28:00,553102,yes ,16FJPR2 38/16 12/16,JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/19/2024 21:32:54,552924,not multiple tags,2400CF 24/10,HH,Stain Grade,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:17:45,553070,not multiple tags,18FDPR 48/16,KR/MS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:21:33,552985,yes ,"16DPR 25/16
12DPR 25/16",KR/MS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:23:15,553004,not multiple tags,18FDPR 20/16,KR/MS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:25:42,553110,yes ,18FDPR 16/16 34/16,KR/MS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:29:15,553083,yes ,18FDPR 38/16 12/16,KR,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:44:45,553116,yes ,"138BCPR 100/16
110WPFJPR2 17/16 13/16",JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 11:51:29,553110,yes ,"18WPFJPR2 20/16
16WPFJPR2 60/16 
112WPFJPR2 20/16",CP/TW,WH 4,Yes,yes,Major Count,50 1x6s instead of 60,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/20/2024 11:58:54,553110,yes ,"12WPFJPR2 75/16
1417WPFJPR2 50/17
126FJPR2 75/16",CP/TW,WH 4,Yes,yes,Major Count,65 1x2s here instead of 75,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/20/2024 12:04:41,553070,not multiple tags,16WPFJPR2 216/16,JA/TB,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 12:08:56,553124,yes ,"11216SPF 50/16
1616 SPF 50/16",JF/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 12:09:48,00553110,yes ,18WPFJPR2/20/16/16WPFJPR2/60/16/112WPFJPR2/20/16,TW/CP,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 12:13:21,553124,yes ,"1121SPF 50/12
1812SPF 50/12",JF/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 12:26:00,00553178,yes ,214CPR/72/14/514B2008PR/63/16,NR/MJ,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 12:26:45,552987,yes ,"54612ASG 6/12
54612AGSG 34/12",CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 12:29:30,552961,yes ,54612AGWT 1/12 2/12 15/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/20/2024 13:10:29,553133,yes ,2416APTTR 30/16,MP,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:11:41,553089,yes ,58600CP 5/12 5/14 5/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:12:33,553081,yes ,58600CP 15/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:16:36,553070,yes ,"1600VC 22/12 25/14 25/16
58600CP 10/12 10/14 10/16",BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:18:08,553097,yes ,2612#1TG 70/12,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:19:06,553138,yes ,R101010FGC 4/10,No sign,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:21:10,553126,yes ,1400ABC/122 179/14,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:22:09,553126,yes ,1400ABC/122 190/10,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:25:24,553124,yes ,"168SPF 20/8 80/8
148SPF 100/8",JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:26:12,553124,yes ,148#2SYP 192/8,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:29:27,553160,yes ,"1800AP 10/8
1600AP 10/8
1400AP 10/8 10/10",JA/TB,AP,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:30:44,552947,yes ,188SPF 24/8,RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:33:37,553097,yes ,2616#1TG 70/16,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:34:28,553083,yes ,54616APT 52/16,MP,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:35:39,553181,,18GDPR 246/16,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:37:38,553181,yes ,"314C443PR 100/17
458CRPR 200/16",MJ/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:38:33,553142,yes ,1412ABC/122 100/12,JA/TB,AP,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:39:46,553078,yes ,1816SPF,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:41:44,553179,yes ,1616#2116/122 256/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 13:47:13,552942,yes ,7CR 25/16,RD,MDF,Yes,yes,Damage,"This looks like it came off of a truck, this damage could have very well happened during that time. There is only one board that I see damaged. ",Bryan,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/20/2024 13:54:17,552942,yes ,128SPF 24/8,SJ,Returns,Yes,yes,It was Correct,,Bryan,YES
3/20/2024 14:50:42,00553017,yes ,14SPF/25/16&18SPF/20/8,TW/CP,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 14:54:06,00553017,yes ,14SPF/25/16&18SPF/20/8,RD/JF,MDF,Yes,yes,It was Correct,,Rob,YES
3/20/2024 14:57:15,00553124,yes ,414CRPR/30/16/314CRPR/30/16/314BPR/30/16,TW/CP,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 14:59:36,00553086,yes ,112MT/21/16/214C324PR/30/14,BJ,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 15:02:34,00553127,yes ,234CRPR/50/16/QRPR/200/16/314BPR/125/16,NR/MJ,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 15:06:23,00553078,yes ,14GDPR/50/16/12GDPR/46/16&54/16/16GDPR/50/16/112GDPR/13/16&17/16,TB/TA,WH 4,Yes,yes,It was Correct,,Rob,YES
3/20/2024 15:10:13,552938,not multiple tags,11212EMG 3/12,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
